DATAFLOW,LAST UPDATE,freq,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2004-W43,82,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2004-W44,60,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2004-W45,60,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2004-W46,55,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2004-W47,61,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2004-W48,56,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2004-W49,64,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2004-W50,51,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2004-W51,65,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2004-W52,75,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2004-W53,70,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W01,67,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W02,70,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W03,68,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W04,76,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W05,70,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W06,62,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W07,75,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W08,75,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W09,77,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W10,74,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W11,59,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W12,63,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W13,71,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W14,60,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W15,51,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W16,55,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W17,53,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W18,68,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W19,71,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W20,44,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W21,63,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W22,47,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W23,48,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W24,66,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W25,65,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W26,49,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W27,52,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W28,62,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W29,74,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W30,55,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W31,56,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W32,61,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W33,54,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W34,46,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W35,52,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W36,62,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W37,50,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W38,55,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W39,44,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W40,61,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W41,47,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W42,69,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W43,53,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W44,56,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W45,53,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W46,59,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W47,60,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W48,71,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W49,66,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W50,64,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W51,63,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2005-W52,59,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W01,71,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W02,67,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W03,62,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W04,68,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W05,74,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W06,65,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W07,84,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W08,72,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W09,54,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W10,59,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W11,90,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W12,65,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W13,62,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W14,67,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W15,67,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W16,64,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W17,70,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W18,68,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W19,55,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W20,44,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W21,50,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W22,58,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W23,51,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W24,65,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W25,49,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W26,63,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W27,53,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W28,51,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W29,59,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W30,84,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W31,52,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W32,56,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W33,52,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W34,57,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W35,57,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W36,62,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W37,44,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W38,45,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W39,49,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W40,53,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W41,51,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W42,52,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W43,65,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W44,52,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W45,60,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W46,67,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W47,65,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W48,56,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W49,63,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W50,54,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W51,74,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2006-W52,64,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W01,56,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W02,69,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W03,73,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W04,65,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W05,75,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W06,77,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W07,67,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W08,56,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W09,78,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W10,60,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W11,67,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W12,72,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W13,62,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W14,60,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W15,52,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W16,71,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W17,63,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W18,59,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W19,51,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W20,38,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W21,56,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W22,65,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W23,61,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W24,51,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W25,62,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W26,37,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W27,67,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W28,63,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W29,44,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W30,52,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W31,54,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W32,74,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W33,44,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W34,58,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W35,49,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W36,57,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W37,44,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W38,67,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W39,59,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W40,52,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W41,60,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W42,56,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W43,68,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W44,61,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W45,68,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W46,62,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W47,80,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W48,73,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W49,60,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W50,71,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W51,66,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2007-W52,75,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W01,78,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W02,80,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W03,75,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W04,83,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W05,64,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W06,55,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W07,75,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W08,89,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W09,72,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W10,60,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W11,67,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W12,72,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W13,65,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W14,77,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W15,78,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W16,56,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W17,66,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W18,63,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W19,56,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W20,66,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W21,68,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W22,67,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W23,72,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W24,72,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W25,68,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W26,68,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W27,64,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W28,52,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W29,59,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W30,68,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W31,84,,
ESTAT:DEMO_R_MWK3_TS(1.0),04/09/25 23:00:00,Weekly,Total,Number,Prov. Brabant wallon,2008-W32,60,,
